Date,Close,High,Low,Open,Volume
2023-03-31,162.69728088378906,162.79595111857384,159.74723055627194,160.27014967971024,68749800
2023-04-03,163.95030212402344,164.06869434845072,162.0263532022681,162.07568831410026,56976200
2023-04-04,163.41754150390625,164.61137005549932,162.90448337873613,164.37458557847017,46278300
2023-04-05,161.57247924804688,162.84525578594236,159.63866946956193,162.53939919225064,51511700
2023-04-06,162.46051025390625,162.75650592852264,159.83603835658786,160.2602872813979,45390100
2023-04-10,159.86563110351562,159.86563110351562,157.94168186492254,159.26377877195932,47716900
2023-04-11,158.65206909179688,160.1912285181147,158.3659344224378,160.18136751588224,47644200
2023-04-12,157.96141052246094,159.89522066020655,157.64567781550258,159.06644488688698,50133100
2023-04-13,163.3484649658203,163.58526449148977,159.26376724154565,159.47096870837692,68445600
2023-04-14,163.00315856933594,164.0983319737809,161.63172656331614,162.39143019016473,49386500
2023-04-17,163.0228729248047,163.1807392768596,161.83890539432053,162.8847436304976,41516200
2023-04-18,164.24630737304688,165.1737533320214,163.4372536454433,163.88125462301093,49923000
2023-04-19,165.3908233642578,165.91374248336922,163.32872989204589,163.58526647837797,47720200
2023-04-20,164.4239044189453,165.62760901810955,163.34846811386117,163.87138723669895,52456400
2023-04-21,162.81568908691406,164.226580111448,162.29276996055185,162.84528714652217,58337300
2023-04-24,163.12156677246094,163.38796439824753,161.7007995082206,162.79597301982534,41949600
2023-04-25,161.58238220214844,164.08844653165775,161.54290808705858,162.98341218856248,48714100
2023-04-26,161.57247924804688,163.07217921755856,160.6253114130636,160.88183289858796,45498800
2023-04-27,166.16041564941406,166.30840595665688,162.98342657757053,162.98342657757053,64902300
2023-04-28,167.41342163085938,167.5811640335514,165.63747792316207,166.23933019675923,55275900
2023-05-01,167.3246307373047,168.17314354860417,166.387323749872,167.0187740939811,52472900
2023-05-02,166.2886505126953,168.07448533412125,165.30200842691818,167.81794875664258,48425700
2023-05-03,165.2132110595703,168.6368602354505,164.92709148440827,167.23583030731814,65136000
2023-05-04,163.5753936767578,164.8086963510818,162.11516752574818,162.68742177323023,81235400
2023-05-05,171.25146484375,171.9717093122383,168.478988085668,168.69605053726107,113453200
2023-05-08,171.18240356445312,171.5277343198539,169.8109716539451,170.1760244116815,55962800
2023-05-09,169.4755401611328,171.22188606967399,169.30781278853107,170.73844101187063,45326900
2023-05-10,171.24160766601562,171.70533067690712,169.60377809797177,170.70882753380215,53724500
2023-05-11,171.4290771484375,172.2578529585823,169.87018071223292,171.52774738748727,49514700
2023-05-12,170.50033569335938,171.97245613352067,168.94915782664347,171.5377307421917,45533100
2023-05-15,170.00631713867188,171.1326441539854,169.4135070987024,171.08324080469038,37266700
2023-05-16,170.00631713867188,171.06347644981523,169.73955111310707,169.92727479495693,42110300
2023-05-17,170.618896484375,170.8560084675657,168.37611683004315,169.65065404284252,57951600
2023-05-18,172.95059204101562,173.13831574371522,170.51021405749552,170.92517510124802,65496700
2023-05-19,173.0592803955078,174.27452457823847,172.84191768629904,174.27452457823847,55809500
2023-05-22,172.11077880859375,172.61467191708667,171.36977372037438,171.89341610998645,43570900
2023-05-23,169.50244140625,171.300620989034,169.22580071286586,171.05361929309908,50747300
2023-05-24,169.7790985107422,170.35214430979713,168.4749372695529,169.03809335131075,45143500
2023-05-25,170.91529846191406,171.81437317497037,169.63088663153601,170.34225271987503,56058300
2023-05-26,173.32603454589844,173.6619683326656,171.03386649216068,171.24135456411133,54835000
2023-05-30,175.17361450195312,176.84334846181008,174.45237373510062,174.8376957969301,55964400
2023-05-31,175.12420654296875,177.19902686801004,174.64007778024913,175.20324889662425,99625300
2023-06-01,177.9301300048828,177.95976900098933,174.8080250915144,175.5687945017499,68901800
2023-06-02,178.7798309326172,179.5998784017098,177.11009699591673,178.8588732872537,61996900
2023-06-05,177.42623901367188,182.73182998955744,175.90470030452616,180.43966236224,121946500
2023-06-06,177.06069946289062,177.95977416384898,175.30203354675976,177.81157917901706,64848400
2023-06-07,175.68739318847656,179.03673595726826,175.19338974130497,176.2999526387169,61944600
2023-06-08,178.40440368652344,178.67115468077665,175.3317017878174,175.76641213704826,50214900
2023-06-09,178.78973388671875,180.0444917855316,178.4636898031236,179.32325097528164,48900000
2023-06-12,181.58578491210938,181.68459163427195,178.79961324143656,179.09601833213515,54274900
2023-06-13,181.1115264892578,181.94144859403625,180.2519653861507,180.6076484418825,54929100
2023-06-14,181.74386596679688,182.17859141427,179.8370198890403,181.17082015656314,57462900
2023-06-15,183.7791290283203,184.2830221162751,181.57587821037063,181.75372726370364,65433200
2023-06-16,182.70223999023438,184.74742157511324,182.06004151498252,184.490530124381,101256200
2023-06-20,182.7911376953125,183.86807659469073,182.19834264439277,182.19834264439277,49799100
2023-06-21,181.7537384033203,183.1863452547994,180.40015882951445,182.6824521359612,49515700
2023-06-22,184.75726318359375,184.8066665365007,181.46719888037438,181.53636658960147,51245300
2023-06-23,184.4410858154297,185.31053654650353,182.7911164149862,183.32464848206732,53117000
2023-06-26,183.0480194091797,185.79467703737228,183.0084906957425,184.5893075659166,48088700
2023-06-27,185.8045654296875,186.13060949863421,183.4432296659109,183.66059237854205,50730800
2023-06-28,186.98025512695312,187.62245340751116,185.35005021428435,185.67607913619028,51216800
2023-06-29,187.3162078857422,187.79046201011187,186.67400948819943,186.81232983886036,46347300
2023-06-30,191.64369201660156,192.14757008838143,188.96618679019105,189.33175958026345,85213200
2023-07-03,190.15179443359375,191.55476227365418,189.46017761633829,191.4559555638213,31458200
2023-07-05,189.03536987304688,190.6655752957469,188.33387831143204,189.2724969662243,46920300
2023-07-06,189.5095977783203,189.71708585705593,186.93089921117289,187.56322301313529,45094300
2023-07-07,188.39312744140625,190.35926638037827,187.95841711755844,189.11438325252212,46815000
2023-07-10,186.34796142578125,187.71141562141005,184.79678352776446,186.9901598095207,59922200
2023-07-11,185.82432556152344,187.0296950947768,184.3620796809065,186.8913747422291,46638100
2023-07-12,187.49404907226562,189.4008949030878,186.2096372553674,187.4051170053163,60750200
2023-07-13,188.2548065185547,188.89701997543003,187.5039267878899,188.21529288043007,41342300
2023-07-14,188.4030303955078,188.88714410801785,187.35574553686786,187.94854060692288,41616200
2023-07-17,191.6634521484375,191.9894962144421,189.5095893997432,189.598506397075,50520200
2023-07-18,191.4065704345703,191.9993805984401,190.1122838217696,191.0311380681889,48288200
2023-07-19,192.76014709472656,195.8525983579603,190.3395181934612,190.78413334726974,80507300
2023-07-20,190.8137664794922,194.11370571807572,190.1913173439326,192.7502514500073,59581200
2023-07-21,189.6380615234375,192.63172145683075,188.9365699366199,191.77216021133864,71951700
2023-07-24,190.43832397460938,192.57242242955687,189.9443205401746,191.09041212625252,45377800
2023-07-25,191.29786682128906,192.1080396126164,190.6062650944163,191.01135149007996,37283200
2023-07-26,192.16732788085938,193.29365506077994,191.00148706119938,191.34728040522955,47471900
2023-07-27,190.90267944335938,194.83494237556206,190.24071668140024,193.66910156142774,47460200
2023-07-28,193.48138427734375,194.27179277672036,191.8116502798051,192.3352927070371,48291400
2023-07-31,194.09393310546875,194.13346181996275,192.91820259976402,193.70861105598286,38824100
2023-08-01,193.26402282714844,194.37058568804014,192.93797875368105,193.88647197429418,35175100
2023-08-02,190.27037048339844,192.83917937620112,189.54912966810338,192.7008590133255,50389300
2023-08-03,188.8772735595703,190.06287880115997,188.40303447809214,189.2724853572926,61235200
2023-08-04,179.80738830566406,185.1327451053165,179.73822058353596,183.29505159523626,115956800
2023-08-07,176.7050323486328,180.93370048918646,175.2230220636036,179.9456936325003,97576100
2023-08-08,177.64364624023438,178.10801069610721,175.45026968400623,177.53496487660905,67823000
2023-08-09,176.0529327392578,178.76006170176663,174.88707688488682,178.70078370635215,60378500
2023-08-10,175.8355712890625,178.58222898523437,175.47001359754938,177.3274561288203,54686900
2023-08-11,175.8948974609375,176.7160521517462,174.6681245076536,175.4299211647412,52036700
2023-08-14,177.54713439941406,177.77467859210861,175.42004228880285,176.07301094207762,43675600
2023-08-15,175.5585479736328,177.56690888775307,175.1628176334086,176.97331337741676,43622600
2023-08-16,174.6879425048828,176.6369303294026,174.61868139075943,175.24197103328896,46964900
2023-08-17,172.14532470703125,175.6179059949575,171.6308631878828,175.25185467548476,66062900
2023-08-18,172.630126953125,173.23362560342792,170.12709527960956,170.46346761685473,61172200
2023-08-21,173.9657440185547,174.25266140560993,171.88813666332587,173.20396220304474,46311900
2023-08-22,175.34092712402344,175.78612762060905,174.371377027614,175.17274094069768,42038900
2023-08-23,179.189453125,179.61487764306722,176.4291981302873,176.61717535249278,52722800
2023-08-24,174.49998474121094,179.16967585239115,174.13391827576947,178.74425133745834,54945800
2023-08-25,176.70616149902344,177.2403988905564,173.9459072998417,175.48927653776204,51449600
2023-08-28,178.2693634033203,178.66509377862053,176.6468447107556,178.17042326142217,43820700
2023-08-29,182.15745544433594,182.9291401969668,177.58670497165372,177.78457014737916,53003900
2023-08-30,185.64984130859375,185.84772159478027,182.77087033679462,182.9687355268348,60813900
2023-08-31,185.8675079345703,187.10418431162185,185.4816655087761,185.83782890921285,60794500
2023-09-01,187.4405517578125,187.89564016216337,186.27312153245367,187.47023078000296,45766500
2023-09-05,187.677978515625,187.95499277883354,185.61025951662367,186.27311615331163,45280000
2023-09-06,180.9603729248047,186.8370611072444,179.53571941437733,186.3918455631262,81755800
2023-09-07,175.66738891601562,176.31046963604499,171.69023379276553,173.312752460059,112488800
2023-09-08,176.28076171875,178.31881673909905,175.89491935539235,176.44896296342043,65551300
2023-09-11,177.4481964111328,178.37817933531872,175.44972343125323,178.15063513987275,58953100
2023-09-12,174.42083740234375,178.21001559327632,172.95661681425068,177.57683789873767,90370200
2023-09-13,172.35308837890625,175.41014819975618,172.12552909799857,174.6285604188278,84267900
2023-09-14,173.8667755126953,174.22293884118037,171.72979554178494,172.1453169089935,60895800
2023-09-15,173.14456176757812,174.61868528190746,171.967258666553,174.59889423512476,109259500
2023-09-18,176.07301330566406,177.46798769380123,174.2921965438023,174.59888982853914,67257600
2023-09-19,177.16128540039062,177.71531389898738,175.2419616044344,175.6278039585389,51826900
2023-09-20,173.6194610595703,177.78457830053213,173.5304088946865,177.3492658362857,58436200
2023-09-21,172.0760498046875,174.4207979255845,172.00680379397062,172.68945140779596,63149100
2023-09-22,172.9269256591797,175.19252525078977,172.19482290064929,172.80820955696336,56725400
2023-09-25,174.20315551757812,175.08366835534056,172.2937196425223,172.34318970903263,46172700
2023-09-26,170.12710571289062,173.33256128157663,169.8303003575296,172.95662192119033,64588900
2023-09-27,168.61338806152344,171.19556880826096,167.24810767663843,170.78004737841366,66921800
2023-09-28,168.87062072753906,170.19633406818943,165.83333655703308,167.53500431517824,56294400
2023-09-29,169.3850860595703,171.2252609973693,168.5243490895999,170.18644988639232,51861100
2023-10-02,171.89801025390625,172.44215085955082,169.10806120104496,169.39497856408786,52164500
2023-10-03,170.56239318847656,171.77929356494764,168.9992475938596,170.42388604353025,49594600
2023-10-04,171.8089599609375,172.3531005247124,169.14763028223018,169.26634637027362,53020300
2023-10-05,173.045654296875,173.5798918450903,170.83941278902026,171.93758200671277,48527900
2023-10-06,175.59814453125,176.092815045354,171.33407201891083,171.94747372177912,57266700
2023-10-09,177.08216857910156,177.14152662960254,173.92616806085798,174.925397135301,42390800
2023-10-10,176.48854064941406,177.80436599291428,176.05322819338144,176.20163840129018,43698000
2023-10-11,177.88352966308594,177.9329997364432,175.7069823006886,176.30057789253502,47551100
2023-10-12,178.78382873535156,180.39644439001881,177.13161588848607,178.1506510638416,56743100
2023-10-13,176.9436492919922,179.9908063804386,176.24121051823693,179.48624788964275,51427100
2023-10-16,176.8150177001953,177.17118104988546,174.6285675347915,174.86601479996662,52517000
2023-10-17,175.26173400878906,176.51820117592956,172.9367919566193,174.7670635598835,57549400
2023-10-18,173.9657440185547,175.68720305244247,173.2435292067,173.70852075442576,54764400
2023-10-19,173.5897674560547,175.94438862084118,173.3226411761323,174.16357191493293,59302900
2023-10-20,171.0372772216797,173.55019672394363,170.7998299466356,173.44136860989997,64244000
2023-10-23,171.15597534179688,172.15520421409377,168.11869153900426,169.08825648819888,55980100
2023-10-24,171.59130859375,171.81885280099095,169.62251453312876,171.20546620053886,43816600
2023-10-25,169.2762451171875,171.21534495437086,168.83102960610762,170.04792986204652,57157000
2023-10-26,165.1111297607422,169.55327657792432,163.90413245355498,168.55403244057868,70625300
2023-10-27,166.42694091796875,167.1590586780216,165.05175755916278,165.13090664912622,58499100
2023-10-30,168.47486877441406,169.34549366723184,167.0700063949142,167.21841659954197,51131000
2023-10-31,168.9497833251953,169.07838740239757,166.1103641120373,167.54492077929578,44846000
2023-11-01,172.1156463623047,172.37286957481675,168.30667766450742,169.1773025316942,56934900
2023-11-02,175.6772918701172,175.88504503012373,173.58978171760563,173.64913976332178,77334800
2023-11-03,174.76708984375,174.93529110628108,171.5022764668811,172.38278939451087,79829200
2023-11-06,177.319580078125,177.51744525540883,174.3317811800047,174.49996733550321,63841300
2023-11-07,179.88198852539062,180.495375116872,177.06236062659886,177.2701137835187,70530000
2023-11-08,180.94056701660156,181.4945955371222,179.65442075331012,180.40632954214095,49340300
2023-11-09,180.46571350097656,182.15747832651147,179.87210280308707,181.00985412468407,53763500
2023-11-10,184.6561279296875,184.82455079604722,181.81298306450438,182.24886906112522,66133400
2023-11-13,183.07110595703125,184.28959445510736,182.4866293320066,184.08156757584422,43627500
2023-11-14,185.6864013671875,186.35013134634684,184.55706727911962,185.94396348691,60108400
2023-11-15,186.2510528564453,187.72711849110286,186.02320887124122,186.09256123667055,53790500
2023-11-16,187.93515014648438,189.1734556093977,186.88505441646575,187.79646053927942,54412900
2023-11-17,187.9153289794922,188.59887599886426,186.805812145748,188.47008739636428,50922700
2023-11-20,189.65887451171875,190.1145776039652,188.10357060538217,188.11347160798348,46505100
2023-11-21,188.85643005371094,189.72820188087152,187.96485622395673,189.61923040247643,38134500
2023-11-22,189.5201873779297,191.12502655036587,189.0446822742513,189.69851123933077,39617700
2023-11-24,188.19271850585938,189.11401054524026,187.47945332619432,189.08429242242372,24048300
2023-11-27,188.01438903808594,188.88616092409407,187.13271615011263,188.14317764380084,40552600
2023-11-28,188.6186981201172,189.29234420962146,187.62805366546104,188.0045033953615,38415400
2023-11-29,187.5983428955078,190.29289712708973,187.202091144525,189.1140277612682,43014200
2023-11-30,188.17291259765625,188.53946132762457,186.42938378571617,188.06394110215783,48794400
2023-12-01,189.45083618164062,189.76783452208102,187.45963130874318,188.54934617033052,45704800
2023-12-04,187.6577606201172,188.27197042434886,185.69628894913777,188.2026180609542,43389500
2023-12-05,191.6104278564453,192.58125508438908,188.40073472916,188.43046796633192,66628400
2023-12-06,190.52072143554688,192.93788086057762,190.3126794788677,192.63078354226806,41089700
2023-12-07,192.45248413085938,193.17565028147504,191.77883810543793,191.8184723448333,47477700
2023-12-08,193.87901306152344,194.15639227120218,191.8580901155405,192.38313041357762,53406400
2023-12-11,191.37269592285156,191.67980841318465,189.6291670567547,191.3033586686724,60943700
2023-12-12,192.8883819580078,192.8982829604503,189.92634969600132,191.27362671385956,52696900
2023-12-13,196.10797119140625,196.1475903161728,193.02706651664724,193.26481149731427,70404200
2023-12-14,196.25656127929688,197.75242887078264,194.32480773637585,196.16740691178524,66831600
2023-12-15,195.7216339111328,196.54385551373443,195.15695931123605,195.68199966761293,128538400
2023-12-18,194.0573272705078,194.79040955452615,192.5713606983871,194.25545312358386,55751900
2023-12-19,195.09750366210938,195.10740466398735,194.05732405565033,194.32480226669028,40714100
2023-12-20,193.0072479248047,195.8305753609382,193.0072479248047,195.05787394759355,52242800
2023-12-21,192.85865783691406,195.23621363050395,191.6897046199928,194.26538628403978,46482500
2023-12-22,191.7887725830078,193.58183662844655,191.16466173906855,193.35397752019378,37149600
2023-12-26,191.243896484375,192.0760341178965,191.02595351616222,191.79865490672267,28919300
2023-12-27,191.3429718017578,191.6897034098951,189.3022466284661,190.68915794498034,48087700
2023-12-28,191.7689666748047,192.83886456296054,191.3627987965534,192.3237251836183,34049900
2023-12-29,190.72874450683594,192.58124449746825,189.93622604929251,192.08592235100764,42672100
